Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / United States,Price / United States,Compare At Price / United States,Included / International,Price / International,Compare At Price / International,Status
sg-rsd-spark-kashmir-willow-cricket-bat-5,SG RSD Spark Kashmir Willow Cricket Bat - 5,"<p>The SG RSD Spark Kashmir Willow Cricket Bat stands as a testament to top-tier craftsmanship and sophisticated design Finest Kashmir willow hard pressed &amp; traditionally shaped for superb strokes. Handle-Singapore cane handle with special 3 way insertion of rubber in between splits for enhanced flexibility and shock absorption. Handle Shape-Traditional round cane handle for supreme grip and overall bat control. Highlighted by its pronounced edges and contoured blades, ensuring unparalleled power and shot control Intentionally crafted with a timeless profile for maximum reliability Toe type- Flat toe. Weight-1170-1240 gm(2.10-2.15 lbs). Size-Full size 33.7 in(85.7 cm). Full grain tape sticker on front. Cover- Comes with a sleek, full length bat cover to protect your bat when not in use. </p>",TeamSG,Cricket Bats,Bat,,,Size,5,,,,,SG01CR140028,,,,,,2819.0,,,,,https://shop.teamsg.in/cdn/shop/files/Untitled_design_48_88f7ba58-cea6-4d0b-b799-a19710de618a.png?v=1745327156&width=1920,,,,SG RSD Spark Kashmir Willow Cricket Bat - 5,The SG RSD Spark Kashmir Willow Cricket Bat stands as a testament to top-tier craftsmanship and sophisticated design Finest Kashmir willow hard pressed &amp; traditionally shaped for superb strokes. Handle-Singapore cane handle with special 3 way insertion of rubber in between splits for enhanced flexibility and shock ,,,,,,,,,,,,,,,,,
sg-rsd-spark-kashmir-willow-cricket-bat-6,SG RSD Spark Kashmir Willow Cricket Bat - 6,"<p>The SG RSD Spark Kashmir Willow Cricket Bat stands as a testament to top-tier craftsmanship and sophisticated design Finest Kashmir willow hard pressed &amp; traditionally shaped for superb strokes. Handle-Singapore cane handle with special 3 way insertion of rubber in between splits for enhanced flexibility and shock absorption. Handle Shape-Traditional round cane handle for supreme grip and overall bat control. Highlighted by its pronounced edges and contoured blades, ensuring unparalleled power and shot control Intentionally crafted with a timeless profile for maximum reliability Toe type- Flat toe. Weight-1170-1240 gm(2.10-2.15 lbs). Size-Full size 33.7 in(85.7 cm). Full grain tape sticker on front. Cover- Comes with a sleek, full length bat cover to protect your bat when not in use. </p>",TeamSG,Cricket Bats,Bat,,,Size,6,,,,,SG01CR140027,,,,,,2819.0,,,,,https://shop.teamsg.in/cdn/shop/files/Untitled_design_48_88f7ba58-cea6-4d0b-b799-a19710de618a.png?v=1745327156&width=1920,,,,SG RSD Spark Kashmir Willow Cricket Bat - 6,The SG RSD Spark Kashmir Willow Cricket Bat stands as a testament to top-tier craftsmanship and sophisticated design Finest Kashmir willow hard pressed &amp; traditionally shaped for superb strokes. Handle-Singapore cane handle with special 3 way insertion of rubber in between splits for enhanced flexibility and shock ,,,,,,,,,,,,,,,,,
sg-rsd-spark-kashmir-willow-cricket-bat-sh,SG RSD Spark Kashmir Willow Cricket Bat - SH,"<p>The SG RSD Spark Kashmir Willow Cricket Bat stands as a testament to top-tier craftsmanship and sophisticated design Finest Kashmir willow hard pressed &amp; traditionally shaped for superb strokes. Handle-Singapore cane handle with special 3 way insertion of rubber in between splits for enhanced flexibility and shock absorption. Handle Shape-Traditional round cane handle for supreme grip and overall bat control. Highlighted by its pronounced edges and contoured blades, ensuring unparalleled power and shot control Intentionally crafted with a timeless profile for maximum reliability Toe type- Flat toe. Weight-1170-1240 gm(2.10-2.15 lbs). Size-Full size 33.7 in(85.7 cm). Full grain tape sticker on front. Cover- Comes with a sleek, full length bat cover to protect your bat when not in use. </p>",TeamSG,Cricket Bats,Bat,,,Size,SH,,,,,SG01CR140026,,,,,,3279.0,,,,,https://shop.teamsg.in/cdn/shop/files/Untitled_design_48_88f7ba58-cea6-4d0b-b799-a19710de618a.png?v=1745327156&width=1920,,,,SG RSD Spark Kashmir Willow Cricket Bat - SH,The SG RSD Spark Kashmir Willow Cricket Bat stands as a testament to top-tier craftsmanship and sophisticated design Finest Kashmir willow hard pressed &amp; traditionally shaped for superb strokes. Handle-Singapore cane handle with special 3 way insertion of rubber in between splits for enhanced flexibility and shock ,,,,,,,,,,,,,,,,,
sg-rsd-spark-kashmir-willow-cricket-bat,SG RSD Spark Kashmir Willow Cricket Bat,"<p>ound cane handle for supreme grip and overall bat control. Highlighted by its pronounced edges and contoured blades, ensuring unparalleled power and shot control Intentionally crafted with a timeless profile for maximum reliability Toe type- Flat toe. Weight-1170-1240 gm(2.10-2.15 lbs). Size-Full size 33.7 in(85.7 cm). Full grain tape sticker on front. Cover- Comes with a sleek, full length bat cover to protect your bat when not in use.</p>",TeamSG,Cricket Bats,Willow Cricket Bat,,,Size,1,,,,,SG01CR140071,1170,,,,,2349.0,,,,,https://shop.teamsg.in/cdn/shop/files/Untitled_design_48_88f7ba58-cea6-4d0b-b799-a19710de618a.png?v=1745327156&width=1920,,,,SG RSD Spark Kashmir Willow Cricket Bat,The SG RSD Spark Kashmir Willow Cricket Bat stands as a testament to top-tier craftsmanship and sophisticated design Finest Kashmir willow hard pressed &amp; traditionally shaped for superb strokes. Handle-Singapore cane handle with special 3 way insertion of rubber in between splits for enhanced flexibility and shock ,,,,,,,,,,,,,,,,,
sg-rsd-spark-kashmir-willow-cricket-bat,SG RSD Spark Kashmir Willow Cricket Bat,"<p>ound cane handle for supreme grip and overall bat control. Highlighted by its pronounced edges and contoured blades, ensuring unparalleled power and shot control Intentionally crafted with a timeless profile for maximum reliability Toe type- Flat toe. Weight-1170-1240 gm(2.10-2.15 lbs). Size-Full size 33.7 in(85.7 cm). Full grain tape sticker on front. Cover- Comes with a sleek, full length bat cover to protect your bat when not in use.</p>",TeamSG,Cricket Bats,Willow Cricket Bat,,,Size,2,,,,,SG01CR140070,1170,,,,,2349.0,,,,,https://shop.teamsg.in/cdn/shop/files/Untitled_design_48_88f7ba58-cea6-4d0b-b799-a19710de618a.png?v=1745327156&width=1920,,,,SG RSD Spark Kashmir Willow Cricket Bat,The SG RSD Spark Kashmir Willow Cricket Bat stands as a testament to top-tier craftsmanship and sophisticated design Finest Kashmir willow hard pressed &amp; traditionally shaped for superb strokes. Handle-Singapore cane handle with special 3 way insertion of rubber in between splits for enhanced flexibility and shock ,,,,,,,,,,,,,,,,,
sg-rsd-spark-kashmir-willow-cricket-bat,SG RSD Spark Kashmir Willow Cricket Bat,"<p>ound cane handle for supreme grip and overall bat control. Highlighted by its pronounced edges and contoured blades, ensuring unparalleled power and shot control Intentionally crafted with a timeless profile for maximum reliability Toe type- Flat toe. Weight-1170-1240 gm(2.10-2.15 lbs). Size-Full size 33.7 in(85.7 cm). Full grain tape sticker on front. Cover- Comes with a sleek, full length bat cover to protect your bat when not in use.</p>",TeamSG,Cricket Bats,Willow Cricket Bat,,,Size,3,,,,,SG01CR140030,1170,,,,,2819.0,,,,,https://shop.teamsg.in/cdn/shop/files/Untitled_design_48_88f7ba58-cea6-4d0b-b799-a19710de618a.png?v=1745327156&width=1920,,,,SG RSD Spark Kashmir Willow Cricket Bat,The SG RSD Spark Kashmir Willow Cricket Bat stands as a testament to top-tier craftsmanship and sophisticated design Finest Kashmir willow hard pressed &amp; traditionally shaped for superb strokes. Handle-Singapore cane handle with special 3 way insertion of rubber in between splits for enhanced flexibility and shock ,,,,,,,,,,,,,,,,,
sg-rsd-spark-kashmir-willow-cricket-bat,SG RSD Spark Kashmir Willow Cricket Bat,"<p>ound cane handle for supreme grip and overall bat control. Highlighted by its pronounced edges and contoured blades, ensuring unparalleled power and shot control Intentionally crafted with a timeless profile for maximum reliability Toe type- Flat toe. Weight-1170-1240 gm(2.10-2.15 lbs). Size-Full size 33.7 in(85.7 cm). Full grain tape sticker on front. Cover- Comes with a sleek, full length bat cover to protect your bat when not in use.</p>",TeamSG,Cricket Bats,Willow Cricket Bat,,,Size,4,,,,,SG01CR140029,1170,,,,,2819.0,,,,,https://shop.teamsg.in/cdn/shop/files/Untitled_design_48_88f7ba58-cea6-4d0b-b799-a19710de618a.png?v=1745327156&width=1920,,,,SG RSD Spark Kashmir Willow Cricket Bat,The SG RSD Spark Kashmir Willow Cricket Bat stands as a testament to top-tier craftsmanship and sophisticated design Finest Kashmir willow hard pressed &amp; traditionally shaped for superb strokes. Handle-Singapore cane handle with special 3 way insertion of rubber in between splits for enhanced flexibility and shock ,,,,,,,,,,,,,,,,,
sg-rsd-spark-kashmir-willow-cricket-bat,SG RSD Spark Kashmir Willow Cricket Bat,"<p>ound cane handle for supreme grip and overall bat control. Highlighted by its pronounced edges and contoured blades, ensuring unparalleled power and shot control Intentionally crafted with a timeless profile for maximum reliability Toe type- Flat toe. Weight-1170-1240 gm(2.10-2.15 lbs). Size-Full size 33.7 in(85.7 cm). Full grain tape sticker on front. Cover- Comes with a sleek, full length bat cover to protect your bat when not in use.</p>",TeamSG,Cricket Bats,Willow Cricket Bat,,,Size,5,,,,,SG01CR140028,1170,,,,,2819.0,,,,,https://shop.teamsg.in/cdn/shop/files/Untitled_design_48_88f7ba58-cea6-4d0b-b799-a19710de618a.png?v=1745327156&width=1920,,,,SG RSD Spark Kashmir Willow Cricket Bat,The SG RSD Spark Kashmir Willow Cricket Bat stands as a testament to top-tier craftsmanship and sophisticated design Finest Kashmir willow hard pressed &amp; traditionally shaped for superb strokes. Handle-Singapore cane handle with special 3 way insertion of rubber in between splits for enhanced flexibility and shock ,,,,,,,,,,,,,,,,,
sg-rsd-spark-kashmir-willow-cricket-bat,SG RSD Spark Kashmir Willow Cricket Bat,"<p>ound cane handle for supreme grip and overall bat control. Highlighted by its pronounced edges and contoured blades, ensuring unparalleled power and shot control Intentionally crafted with a timeless profile for maximum reliability Toe type- Flat toe. Weight-1170-1240 gm(2.10-2.15 lbs). Size-Full size 33.7 in(85.7 cm). Full grain tape sticker on front. Cover- Comes with a sleek, full length bat cover to protect your bat when not in use.</p>",TeamSG,Cricket Bats,Willow Cricket Bat,,,Size,6,,,,,SG01CR140027,1170,,,,,2819.0,,,,,https://shop.teamsg.in/cdn/shop/files/Untitled_design_48_88f7ba58-cea6-4d0b-b799-a19710de618a.png?v=1745327156&width=1920,,,,SG RSD Spark Kashmir Willow Cricket Bat,The SG RSD Spark Kashmir Willow Cricket Bat stands as a testament to top-tier craftsmanship and sophisticated design Finest Kashmir willow hard pressed &amp; traditionally shaped for superb strokes. Handle-Singapore cane handle with special 3 way insertion of rubber in between splits for enhanced flexibility and shock ,,,,,,,,,,,,,,,,,
sg-rsd-spark-kashmir-willow-cricket-bat,SG RSD Spark Kashmir Willow Cricket Bat,"<p>ound cane handle for supreme grip and overall bat control. Highlighted by its pronounced edges and contoured blades, ensuring unparalleled power and shot control Intentionally crafted with a timeless profile for maximum reliability Toe type- Flat toe. Weight-1170-1240 gm(2.10-2.15 lbs). Size-Full size 33.7 in(85.7 cm). Full grain tape sticker on front. Cover- Comes with a sleek, full length bat cover to protect your bat when not in use.</p>",TeamSG,Cricket Bats,Willow Cricket Bat,,,Size,SH,,,,,SG01CR140026,1170,,,,,3279.0,,,,,https://shop.teamsg.in/cdn/shop/files/Untitled_design_48_88f7ba58-cea6-4d0b-b799-a19710de618a.png?v=1745327156&width=1920,,,,SG RSD Spark Kashmir Willow Cricket Bat,The SG RSD Spark Kashmir Willow Cricket Bat stands as a testament to top-tier craftsmanship and sophisticated design Finest Kashmir willow hard pressed &amp; traditionally shaped for superb strokes. Handle-Singapore cane handle with special 3 way insertion of rubber in between splits for enhanced flexibility and shock ,,,,,,,,,,,,,,,,,
sg-t-1400-kashmir-willow-scoop-bat,SG T-1400 Kashmir Willow Scoop Bat for Tennis Cricket Ball,"<p>Scoop design bat, specially engineered for tennis ball cricket. Premium Kashmir Willow Cricket Bat. Specially designed to play hard and soft tennis ball cricket. Balanced weight for lighter pickup. Full cane handle for maximum flexibility and shock absorption. Extra long blade &amp; extra width to ensures wide range of shots. Size: 85 cm length Quantity: (One) 1 Number</p>",TeamSG,Cricket Bats,Willow Cricket Bat,,,Size,SH,,,,,SG01CR140094,,,,,,2579.0,,,,,https://shop.teamsg.in/cdn/shop/files/Untitled_design_87.png?v=1745411728&width=1920,,,,SG T-1400 Kashmir Willow Scoop Bat for Tennis Cricket Ball,"Scoop design bat, specially engineered for tennis ball cricket. Premium Kashmir Willow Cricket Bat. Specially designed to play hard and soft tennis ball cricket. Balanced weight for lighter pickup. Full cane handle for maximum flexibility and shock absorption. Extra long blade &amp; extra width to ensures wide range of",,,,,,,,,,,,,,,,,
sg-kashmir-willow-cricket-bat,SG Kashmir Willow Cricket Bat (Tennis ball) T-1600,"<p>Scoop design bat, specially engineered for tennis ball cricket. Pre</p>",TeamSG,Cricket Bats,Willow Cricket Bat,,,,,,,,,,,,,,,,,,,,,,,,SG Kashmir Willow Cricket Bat (Tennis ball) T-1600,"Scoop design bat, specially engineered for tennis ball cricket. Pre",,,,,,,,,,,,,,,,,
sg-kashmir-willow-cricket-bat,SG Kashmir Willow Cricket Bat,<p>Extra long blade &amp; extra width to ensures wide range of shots. Comes with a huge 45+mm Edge. Specially designed to play hard and soft tennis ball cricket. Balanced weight for lighter pickup. Full cane handle for maximum flexibility and shock absorption.</p>,TeamSG,Bats,Cricket Bat,,,Size,SH,,,,,SG01CR140109,,,1,,,3099.0,,,,,https://shop.teamsg.in/cdn/shop/files/T1600_1.jpg?v=1750850183&width=1920,,,,SG Kashmir Willow Cricket Bat (Tennis ball) T-1600,"Scoop design bat, specially engineered for tennis ball cricket. Premium Kashmir Willow Cricket Bat. Extra long blade &amp; extra width to ensures wide range of shots. Comes with a huge 45+mm Edge. Specially designed to play hard and soft tennis ball cricket. Balanced weight for lighter pickup. Full cane handle for maxi",,,,,,,,,,,,,,,,,
sg-rp-pro-kashmir-willow-cricket-bat-4,SG RP Pro Kashmir Willow Cricket Bat,<p>The SG RP Pro Kashmir Willow Cricket Bat stands as a testament to top-tier craftsmanship and sophisticated design Finest Kashmir willow hard pressed &amp; traditionally shaped for superb strokes. Handle-Singapore cane handle with special 3 way insertion of rubber in between splits for enhanced flexibility and shock abs</p>,TeamSG,Bats,Cricket Bat,,,Size,4,,,,,SG01CR140113,,,1,,,4779.0,,,,,https://shop.teamsg.in/cdn/shop/files/Untitled_design_c95e04ae-3944-4f3e-a645-d630010b6c13.png?v=1751458067&width=1920,,,,SG RP Pro Kashmir Willow Cricket Bat,The SG RP Pro Kashmir Willow Cricket Bat stands as a testament to top-tier craftsmanship and sophisticated design Finest Kashmir willow hard pressed &amp; traditionally shaped for superb strokes. Handle-Singapore cane handle with special 3 way insertion of rubber in between splits for enhanced flexibility and shock abs,,,,,,,,,,,,,,,,,
sg-rp-pro-kashmir-willow-cricket-bat-5,SG RP Pro Kashmir Willow Cricket Bat,<p>The SG RP Pro Kashmir Willow Cricket Bat stands as a testament to top-tier craftsmanship and sophisticated design Finest Kashmir willow hard pressed &amp; traditionally shaped for superb strokes. Handle-Singapore cane handle with special 3 way insertion of rubber in between splits for enhanced flexibility and shock abs</p>,TeamSG,Bats,Cricket Bat,,,Size,5,,,,,SG01CR140112,,,1,,,4969.0,,,,,https://shop.teamsg.in/cdn/shop/files/Untitled_design_c95e04ae-3944-4f3e-a645-d630010b6c13.png?v=1751458067&width=1920,,,,SG RP Pro Kashmir Willow Cricket Bat,The SG RP Pro Kashmir Willow Cricket Bat stands as a testament to top-tier craftsmanship and sophisticated design Finest Kashmir willow hard pressed &amp; traditionally shaped for superb strokes. Handle-Singapore cane handle with special 3 way insertion of rubber in between splits for enhanced flexibility and shock abs,,,,,,,,,,,,,,,,,
sg-rp-pro-kashmir-willow-cricket-bat-6,SG RP Pro Kashmir Willow Cricket Bat,<p>The SG RP Pro Kashmir Willow Cricket Bat stands as a testament to top-tier craftsmanship and sophisticated design Finest Kashmir willow hard pressed &amp; traditionally shaped for superb strokes. Handle-Singapore cane handle with special 3 way insertion of rubber in between splits for enhanced flexibility and shock abs</p>,TeamSG,Bats,Cricket Bat,,,Size,6,,,,,SG01CR140111,,,1,,,5439.0,,,,,https://shop.teamsg.in/cdn/shop/files/Untitled_design_c95e04ae-3944-4f3e-a645-d630010b6c13.png?v=1751458067&width=1920,,,,SG RP Pro Kashmir Willow Cricket Bat,The SG RP Pro Kashmir Willow Cricket Bat stands as a testament to top-tier craftsmanship and sophisticated design Finest Kashmir willow hard pressed &amp; traditionally shaped for superb strokes. Handle-Singapore cane handle with special 3 way insertion of rubber in between splits for enhanced flexibility and shock abs,,,,,,,,,,,,,,,,,
sg-rp-pro-kashmir-willow-cricket-bat-sh,SG RP Pro Kashmir Willow Cricket Bat,<p>The SG RP Pro Kashmir Willow Cricket Bat stands as a testament to top-tier craftsmanship and sophisticated design Finest Kashmir willow hard pressed &amp; traditionally shaped for superb strokes. Handle-Singapore cane handle with special 3 way insertion of rubber in between splits for enhanced flexibility and shock abs</p>,TeamSG,Bats,Cricket Bat,,,Size,SH,,,,,SG01CR140110,,,1,,,6379.0,,,,,https://shop.teamsg.in/cdn/shop/files/Untitled_design_c95e04ae-3944-4f3e-a645-d630010b6c13.png?v=1751458067&width=1920,,,,SG RP Pro Kashmir Willow Cricket Bat,The SG RP Pro Kashmir Willow Cricket Bat stands as a testament to top-tier craftsmanship and sophisticated design Finest Kashmir willow hard pressed &amp; traditionally shaped for superb strokes. Handle-Singapore cane handle with special 3 way insertion of rubber in between splits for enhanced flexibility and shock abs,,,,,,,,,,,,,,,,,
sg-ik-pro-kashmir-willow-cricket-bat,SG IK Pro Kashmir Willow Cricket Bat,"The SG IK Pro Kashmir Willow Cricket Bat stands as a testament to top-tier craftsmanship and sophisticated design<BR>Finest Kashmir willow hard pressed &amp; traditionally shaped for superb strokes.<BR>Handle-Singapore cane handle with special 3 way insertion of rubber in between splits for enhanced flexibility and shock absorption.<BR>Handle Shape-Traditional round cane handle for supreme grip and overall bat control.<BR>Highlighted by its pronounced edges and contoured blades, ensuring unparalleled power and shot control<BR>Intentionally crafted with a timeless profile for maximum reliability",TeamSG,Cricket Bats,Bat,,,Size,4,,,,,SG01CR140117,,,,,,4779.0,,,,,https://shop.teamsg.in/cdn/shop/files/Untitled_design_7656ce3c-a692-4aa3-b415-b990294e3a47.png?v=1751113818&width=1920,,,,SG IK Pro Kashmir Willow Cricket Bat,The SG IK Pro Kashmir Willow Cricket Bat stands as a testament to top-tier craftsmanship and sophisticated design Finest Kashmir willow hard pressed &amp; traditionally shaped for superb strokes. Handle-Singapore cane handle with special 3 way insertion of rubber in between splits for enhanced flexibility and shock abs,,,,,,,,,,,,4779.0,,,4779.0,,
sg-ik-pro-kashmir-willow-cricket-bat,SG IK Pro Kashmir Willow Cricket Bat,"The SG IK Pro Kashmir Willow Cricket Bat stands as a testament to top-tier craftsmanship and sophisticated design<BR>Finest Kashmir willow hard pressed &amp; traditionally shaped for superb strokes.<BR>Handle-Singapore cane handle with special 3 way insertion of rubber in between splits for enhanced flexibility and shock absorption.<BR>Handle Shape-Traditional round cane handle for supreme grip and overall bat control.<BR>Highlighted by its pronounced edges and contoured blades, ensuring unparalleled power and shot control<BR>Intentionally crafted with a timeless profile for maximum reliability",TeamSG,Cricket Bats,Bat,,,Size,5,,,,,SG01CR140116,,,,,,4969.0,,,,,https://shop.teamsg.in/cdn/shop/files/Untitled_design_7656ce3c-a692-4aa3-b415-b990294e3a47.png?v=1751113818&width=1920,,,,SG IK Pro Kashmir Willow Cricket Bat,The SG IK Pro Kashmir Willow Cricket Bat stands as a testament to top-tier craftsmanship and sophisticated design Finest Kashmir willow hard pressed &amp; traditionally shaped for superb strokes. Handle-Singapore cane handle with special 3 way insertion of rubber in between splits for enhanced flexibility and shock abs,,,,,,,,,,,,4969.0,,,4969.0,,
sg-ik-pro-kashmir-willow-cricket-bat,SG IK Pro Kashmir Willow Cricket Bat,"The SG IK Pro Kashmir Willow Cricket Bat stands as a testament to top-tier craftsmanship and sophisticated design<BR>Finest Kashmir willow hard pressed &amp; traditionally shaped for superb strokes.<BR>Handle-Singapore cane handle with special 3 way insertion of rubber in between splits for enhanced flexibility and shock absorption.<BR>Handle Shape-Traditional round cane handle for supreme grip and overall bat control.<BR>Highlighted by its pronounced edges and contoured blades, ensuring unparalleled power and shot control<BR>Intentionally crafted with a timeless profile for maximum reliability",TeamSG,Cricket Bats,Bat,,,Size,6,,,,,SG01CR140115,,,,,,5439.0,,,,,https://shop.teamsg.in/cdn/shop/files/Untitled_design_7656ce3c-a692-4aa3-b415-b990294e3a47.png?v=1751113818&width=1920,,,,SG IK Pro Kashmir Willow Cricket Bat,The SG IK Pro Kashmir Willow Cricket Bat stands as a testament to top-tier craftsmanship and sophisticated design Finest Kashmir willow hard pressed &amp; traditionally shaped for superb strokes. Handle-Singapore cane handle with special 3 way insertion of rubber in between splits for enhanced flexibility and shock abs,,,,,,,,,,,,5439.0,,,5439.0,,
sg-ik-pro-kashmir-willow-cricket-bat,SG IK Pro Kashmir Willow Cricket Bat,"The SG IK Pro Kashmir Willow Cricket Bat stands as a testament to top-tier craftsmanship and sophisticated design<BR>Finest Kashmir willow hard pressed &amp; traditionally shaped for superb strokes.<BR>Handle-Singapore cane handle with special 3 way insertion of rubber in between splits for enhanced flexibility and shock absorption.<BR>Handle Shape-Traditional round cane handle for supreme grip and overall bat control.<BR>Highlighted by its pronounced edges and contoured blades, ensuring unparalleled power and shot control<BR>Intentionally crafted with a timeless profile for maximum reliability",TeamSG,Cricket Bats,Bat,,,Size,SH,,,,,SG01CR140114,,,,,,6379.0,,,,,https://shop.teamsg.in/cdn/shop/files/Untitled_design_7656ce3c-a692-4aa3-b415-b990294e3a47.png?v=1751113818&width=1920,,,,SG IK Pro Kashmir Willow Cricket Bat,The SG IK Pro Kashmir Willow Cricket Bat stands as a testament to top-tier craftsmanship and sophisticated design Finest Kashmir willow hard pressed &amp; traditionally shaped for superb strokes. Handle-Singapore cane handle with special 3 way insertion of rubber in between splits for enhanced flexibility and shock abs,,,,,,,,,,,,6379.0,,,6379.0,,
sg-century-6-0-sports-shoes-white-royal-blue-orange-uk-4,SG CENTURY 6.0 Cricket - Sleek Design in White/Royal Blue/Orange for Optimal Performance,<p>• Reinforcement of PU at toe area provides extra protection to the player while playing.• Velcro for better stability with laces.• Offers good grip &amp; improved flexibility when performing agile movements on the field.• Stiffener provides secure fit for players to optimize stability upon heel strike and contribute to guidance for an improved performance.• Supersoft EVA Sockliner for comfort fit.• A multi- studded rubber outsole ensures exceptional grip.• The outsole's flex grooves are designed to promote smoother transitions.</p>,TeamSG,Shoes,Cricket,,,Size,UK-4,,,,,SG01CR161762,,,,,,1599.00,1599.00,,,,https://shop.teamsg.in/cdn/shop/files/1_32bcac56-1f31-4a43-9091-e578c3509e42.png?v=1730706178&width=1920,,,,SG CENTURY 6.0 Cricket - Sleek Design in White/Royal Blue/Orange for O,• Reinforcement of PU at toe area provides extra protection to the player while playing.• Velcro for better stability with laces.• Offers good grip &amp; improved flexibility when performing agile movements on the field.• Stiffener provides secure fit for players to optimize stability upon heel strike and contribute to,,,,,,,,,,,,,,,,,
sg-century-6-0-sports-shoes-white-royal-blue-orange-uk-5,SG CENTURY 6.0 Cricket - Sleek Design in White/Royal Blue/Orange for Optimal Performance,<p>• Reinforcement of PU at toe area provides extra protection to the player while playing.• Velcro for better stability with laces.• Offers good grip &amp; improved flexibility when performing agile movements on the field.• Stiffener provides secure fit for players to optimize stability upon heel strike and contribute to guidance for an improved performance.• Supersoft EVA Sockliner for comfort fit.• A multi- studded rubber outsole ensures exceptional grip.• The outsole's flex grooves are designed to promote smoother transitions.</p>,TeamSG,Shoes,Cricket,,,Size,UK-5,,,,,SG01CR161763,,,,,,1599.00,1599.00,,,,https://shop.teamsg.in/cdn/shop/files/1_32bcac56-1f31-4a43-9091-e578c3509e42.png?v=1730706178&width=1920,,,,SG CENTURY 6.0 Cricket - Sleek Design in White/Royal Blue/Orange for O,• Reinforcement of PU at toe area provides extra protection to the player while playing.• Velcro for better stability with laces.• Offers good grip &amp; improved flexibility when performing agile movements on the field.• Stiffener provides secure fit for players to optimize stability upon heel strike and contribute to,,,,,,,,,,,,,,,,,
sg-century-6-0-sports-shoes-white-royal-blue-orange-uk-6,SG CENTURY 6.0 Cricket - Sleek Design in White/Royal Blue/Orange for Optimal Performance,<p>• Reinforcement of PU at toe area provides extra protection to the player while playing.• Velcro for better stability with laces.• Offers good grip &amp; improved flexibility when performing agile movements on the field.• Stiffener provides secure fit for players to optimize stability upon heel strike and contribute to guidance for an improved performance.• Supersoft EVA Sockliner for comfort fit.• A multi- studded rubber outsole ensures exceptional grip.• The outsole's flex grooves are designed to promote smoother transitions.</p>,TeamSG,Shoes,Cricket,,,Size,UK-6,,,,,SG01CR161764,,,,,,1599.00,1599.00,,,,https://shop.teamsg.in/cdn/shop/files/1_32bcac56-1f31-4a43-9091-e578c3509e42.png?v=1730706178&width=1920,,,,SG CENTURY 6.0 Cricket - Sleek Design in White/Royal Blue/Orange for O,• Reinforcement of PU at toe area provides extra protection to the player while playing.• Velcro for better stability with laces.• Offers good grip &amp; improved flexibility when performing agile movements on the field.• Stiffener provides secure fit for players to optimize stability upon heel strike and contribute to,,,,,,,,,,,,,,,,,
sg-century-6-0-sports-shoes-white-royal-blue-orange-uk-7,SG CENTURY 6.0 Cricket - Sleek Design in White/Royal Blue/Orange for Optimal Performance,<p>• Reinforcement of PU at toe area provides extra protection to the player while playing.• Velcro for better stability with laces.• Offers good grip &amp; improved flexibility when performing agile movements on the field.• Stiffener provides secure fit for players to optimize stability upon heel strike and contribute to guidance for an improved performance.• Supersoft EVA Sockliner for comfort fit.• A multi- studded rubber outsole ensures exceptional grip.• The outsole's flex grooves are designed to promote smoother transitions.</p>,TeamSG,Shoes,Cricket,,,Size,UK-7,,,,,SG01CR161765,,,,,,1599.00,1599.00,,,,https://shop.teamsg.in/cdn/shop/files/1_32bcac56-1f31-4a43-9091-e578c3509e42.png?v=1730706178&width=1920,,,,SG CENTURY 6.0 Cricket - Sleek Design in White/Royal Blue/Orange for O,• Reinforcement of PU at toe area provides extra protection to the player while playing.• Velcro for better stability with laces.• Offers good grip &amp; improved flexibility when performing agile movements on the field.• Stiffener provides secure fit for players to optimize stability upon heel strike and contribute to,,,,,,,,,,,,,,,,,
